Timestamp,Temperature (C),Wind Speed (m/s),Solar Radiation (W/m^2),Energy Consumption (kWh),Solar Generation (kW),Wind Generation (kW),Grid Fault (1=Fault)
2024-09-09 06:23:43.068212,24.49799133825704,8.259246243661739,560.0123838165241,31.230116932593166,5.824892830393398,26.65015615657831,0
2024-09-09 07:23:43.068212,21.12363799681465,6.491671451836012,507.48451295428316,32.03291906256559,4.138574861719996,24.947582698387528,0
2024-09-09 08:23:43.068212,22.601087999236864,5.813381889472482,511.0116447532366,39.31247401404394,5.0572264321987515,15.614206646161147,0
2024-09-09 09:23:43.068212,33.10499009544471,3.515872092227356,444.6508394934604,27.16146501023447,5.278389456345041,9.824818995409755,0
2024-09-09 10:23:43.068212,26.53272612686754,5.836412908327566,465.16767284545836,22.3964363580304,5.569938471944113,27.49368469724671,0
2024-09-09 11:23:43.068212,23.143324394551858,3.7908838320788156,354.2462470198462,32.46215595618102,3.676695760775318,16.214744036728312,0
2024-09-09 12:23:43.068212,32.837401169402,3.2818628773850227,642.1048111953705,30.336717525472437,9.075946220313178,10.119971601792288,0
2024-09-09 13:23:43.068212,24.876270237022002,6.507219834757851,384.23769727041133,29.002549978352373,4.968105526116602,22.045011700154255,0
2024-09-09 14:23:43.068212,27.588725891823355,3.637989637918162,411.2780873686255,23.153385471732673,3.572948249779585,18.933711540312025,0
2024-09-09 15:23:43.068212,19.28502367123919,7.7238105710803175,609.0684032865298,28.995753333408146,9.5655932859055,30.564992783621285,0
2024-09-09 16:23:43.068212,26.297394929697315,6.4653717573576746,455.58575504972754,25.342337222053292,5.028796117328277,23.83934001614072,0
2024-09-09 17:23:43.068212,23.892403360393782,4.772865265031717,553.8135948037869,30.01455527616393,5.874518607162849,24.9594727619966,0
2024-09-09 18:23:43.068212,24.819836599528102,3.4324182748882834,351.19777285037344,25.16182497874918,3.820501379445609,8.724108802521986,0
2024-09-09 19:23:43.068212,27.594455057845792,6.748529316938281,522.8297217971003,31.283806215155895,5.621327191512199,25.08405537544765,0
2024-09-09 20:23:43.068212,23.977751961470474,5.017517060833525,403.191548054211,27.294925057445948,3.9000687227627675,19.26245438846043,0
2024-09-09 21:23:43.068212,26.519638045172588,5.615628510000813,472.8503432103994,21.616073458713075,5.548262685403619,26.982270098530233,0
2024-09-09 22:23:43.068212,20.085180897072572,2.044805725538687,520.5636159910332,34.35140579284768,4.801995332566603,7.657157324475443,0
2024-09-09 23:23:43.068212,34.39103096134331,4.397104481582542,403.5216547118755,29.696061789567302,4.967951812021069,13.756243049603691,1
2024-09-10 00:23:43.068212,20.308250835578455,5.5385781248511385,490.0932094848386,33.46303665679871,4.572895179712838,19.577426816117782,0
2024-09-10 01:23:43.068212,24.465668489409,7.650007693475718,578.5912232203835,32.169705619129054,6.71485358071089,31.362560587781903,0
2024-09-10 02:23:43.068212,32.85193868930462,3.411300194284384,485.1809447175149,30.923268932039058,5.889524872984881,21.771840521524968,0
2024-09-10 03:23:43.068212,24.75968190449327,5.463486118391484,447.29157030017166,33.712774118458576,5.385796355009049,13.23941459419658,0
2024-09-10 04:23:43.068212,19.814507315575078,6.114025500625917,676.7572515635885,31.401463775828713,8.485699950711911,21.64176804655737,0
2024-09-10 05:23:43.068212,17.82866306586036,3.5299566781425002,407.0895523438215,28.435221652526717,2.1863488301778555,14.716311707290075,0
2024-09-10 06:23:43.068212,33.950545537499835,4.841143070128488,456.4917684406793,20.737793095298407,3.469184861949075,24.641041085835102,0
2024-09-10 07:23:43.068212,24.79487737301073,5.667309745621259,435.10002731407,25.29449859240287,5.090904186422605,27.379791731552622,0
2024-09-10 08:23:43.068212,24.492494158708794,5.569305273271378,451.2509964222334,28.961439380598605,1.6248719086058778,21.80854828187374,0
